"","ct20_id","zip","median_price","median_flip_horizon","perc_investor","r_mhi","o_mhi","lat.x","nhas","nhna","nhaa","nhwhi","pop_65o","pop_18_64","pop_u18","male","female","pop","num_sales_transactions","sum_institutional_investor","sum_large_investor","sum_medium_investor","sum_small_investor","sum_non_investor","median_intersf","mortgage.x"
"57660",25025090400,2125,297500,1703.5,0.285714285714286,51103,73056,1398,140,5,1712,168,513,2490,1098,1918,2183,4101,266,64,12,19,19,152,2417.5,222080.5
"57664",25025090400,2119,297500,1703.5,0.285714285714286,51103,73056,1398,140,5,1712,168,513,2490,1098,1918,2183,4101,266,64,12,19,19,152,2417.5,222080.5
"57678",25025090400,2121,297500,1703.5,0.285714285714286,51103,73056,1398,140,5,1712,168,513,2490,1098,1918,2183,4101,266,64,12,19,19,152,2417.5,222080.5
"57724",25025090400,2130,297500,1703.5,0.285714285714286,51103,73056,1398,140,5,1712,168,513,2490,1098,1918,2183,4101,266,64,12,19,19,152,2417.5,222080.5
"57980",25025090400,2124,297500,1703.5,0.285714285714286,51103,73056,1398,140,5,1712,168,513,2490,1098,1918,2183,4101,266,64,12,19,19,152,2417.5,222080.5
"58118",25025090400,2122,297500,1703.5,0.285714285714286,51103,73056,1398,140,5,1712,168,513,2490,1098,1918,2183,4101,266,64,12,19,19,152,2417.5,222080.5
"58541",25025000704,2134,375000,2553,0.328828828828829,63571,84000,699,1387,2,287,2669,268,4661,383,2502,2810,5312,444,58,21,43,30,292,815,0
"58870",25025000704,2135,375000,2553,0.328828828828829,63571,84000,699,1387,2,287,2669,268,4661,383,2502,2810,5312,444,58,21,43,30,292,815,0
"59723",25025000704,2215,375000,2553,0.328828828828829,63571,84000,699,1387,2,287,2669,268,4661,383,2502,2810,5312,444,58,21,43,30,292,815,0
"59868",25025110403,2131,411500,2085,0.436346863468635,60428,122083,1026,124,3,914,2122,764,2831,842,2037,2400,4437,542,29,9,14,17,473,1400,324400
"61277",25025050901,2128,450000,2080,0.364864864864865,81360,71513,2749,92,2,77,1091,258,3010,974,2236,2006,4242,333,26,9,31,24,243,2026,319113
"61418",25025050901,2129,450000,2080,0.364864864864865,81360,71513,2749,92,2,77,1091,258,3010,974,2236,2006,4242,333,26,9,31,24,243,2026,319113
"61675",25025050901,2108,450000,2080,0.364864864864865,81360,71513,2749,92,2,77,1091,258,3010,974,2236,2006,4242,333,26,9,31,24,243,2026,319113
"62139",25025110601,2467,549900,2252.5,0.468227424749164,85667,177321,147,185,0,52,2164,862,1375,402,1214,1425,2639,299,5,2,6,6,280,1574,4e+05
"62140",25025110601,2132,549900,2252.5,0.468227424749164,85667,177321,147,185,0,52,2164,862,1375,402,1214,1425,2639,299,5,2,6,6,280,1574,4e+05
"62191",25025110601,2130,549900,2252.5,0.468227424749164,85667,177321,147,185,0,52,2164,862,1375,402,1214,1425,2639,299,5,2,6,6,280,1574,4e+05
"62198",25025110601,2131,549900,2252.5,0.468227424749164,85667,177321,147,185,0,52,2164,862,1375,402,1214,1425,2639,299,5,2,6,6,280,1574,4e+05
"62912",25025100700,2124,427500,2344.5,0.417307692307692,97614,132370,121,200,0,140,3729,759,2855,718,2120,2212,4332,520,19,15,22,30,434,1420,334575
"62913",25025100700,2122,427500,2344.5,0.417307692307692,97614,132370,121,200,0,140,3729,759,2855,718,2120,2212,4332,520,19,15,22,30,434,1420,334575
"63149",25025100700,2125,427500,2344.5,0.417307692307692,97614,132370,121,200,0,140,3729,759,2855,718,2120,2212,4332,520,19,15,22,30,434,1420,334575
"64255",25025090300,2121,355000,1462,0.34010152284264,30956,87798,1469,48,11,1812,82,321,2295,1179,1644,2151,3795,197,32,9,12,10,134,3455,270000
"64333",25025090300,2125,355000,1462,0.34010152284264,30956,87798,1469,48,11,1812,82,321,2295,1179,1644,2151,3795,197,32,9,12,10,134,3455,270000
"64452",25025090300,2124,355000,1462,0.34010152284264,30956,87798,1469,48,11,1812,82,321,2295,1179,1644,2151,3795,197,32,9,12,10,134,3455,270000
"64799",25025140201,2136,420000,2457,0.417098445595855,86875,116302,493,69,1,763,767,315,1511,485,1131,1180,2311,193,13,4,7,8,161,1574,361325
"64816",25025140201,2445,420000,2457,0.417098445595855,86875,116302,493,69,1,763,767,315,1511,485,1131,1180,2311,193,13,4,7,8,161,1574,361325
"65110",25025140201,2137,420000,2457,0.417098445595855,86875,116302,493,69,1,763,767,315,1511,485,1131,1180,2311,193,13,4,7,8,161,1574,361325
"65310",25025060604,2210,910000,1502.5,0.446428571428571,202778,224435,176,250,0,95,2110,177,2501,125,1400,1403,2803,224,0,0,12,12,200,1156,382000
"65315",25025060604,2110,910000,1502.5,0.446428571428571,202778,224435,176,250,0,95,2110,177,2501,125,1400,1403,2803,224,0,0,12,12,200,1156,382000
"65363",25025060604,2215,910000,1502.5,0.446428571428571,202778,224435,176,250,0,95,2110,177,2501,125,1400,1403,2803,224,0,0,12,12,200,1156,382000
"65377",25025060604,2127,910000,1502.5,0.446428571428571,202778,224435,176,250,0,95,2110,177,2501,125,1400,1403,2803,224,0,0,12,12,200,1156,382000
"65679",25025091001,2125,434000,2295,0.411137440758294,90268,96944,311,702,5,275,1766,459,2408,388,1664,1591,3255,422,14,9,24,28,347,1150,3e+05
"65687",25025091001,2122,434000,2295,0.411137440758294,90268,96944,311,702,5,275,1766,459,2408,388,1664,1591,3255,422,14,9,24,28,347,1150,3e+05
"65701",25025091001,2215,434000,2295,0.411137440758294,90268,96944,311,702,5,275,1766,459,2408,388,1664,1591,3255,422,14,9,24,28,347,1150,3e+05
"65958",25025091001,2135,434000,2295,0.411137440758294,90268,96944,311,702,5,275,1766,459,2408,388,1664,1591,3255,422,14,9,24,28,347,1150,3e+05
"66725",25025081700,2119,367875,1769,0.338495575221239,22283,0,1100,158,22,2337,254,630,2505,1006,1798,2343,4141,226,32,6,23,12,153,2309,280000
"67087",25025081700,2131,367875,1769,0.338495575221239,22283,0,1100,158,22,2337,254,630,2505,1006,1798,2343,4141,226,32,6,23,12,153,2309,280000
"67213",25025081700,2121,367875,1769,0.338495575221239,22283,0,1100,158,22,2337,254,630,2505,1006,1798,2343,4141,226,32,6,23,12,153,2309,280000
"67342",25025000401,2135,375000,2794.5,0.395759717314488,72333,130043,445,1242,6,177,3717,1309,4130,414,2630,3223,5853,566,11,21,45,41,448,769.5,129690
"67597",25025000401,2134,375000,2794.5,0.395759717314488,72333,130043,445,1242,6,177,3717,1309,4130,414,2630,3223,5853,566,11,21,45,41,448,769.5,129690
"68161",25025000401,2465,375000,2794.5,0.395759717314488,72333,130043,445,1242,6,177,3717,1309,4130,414,2630,3223,5853,566,11,21,45,41,448,769.5,129690
"69031",25025000603,2135,337000,1882,0.422222222222222,21060,0,445,420,0,396,401,295,1165,297,853,904,1757,45,0,1,4,2,38,675,166600
"69142",25025090600,2119,377500,1764,0.328767123287671,40441,115417,621,50,3,744,175,314,1567,569,1113,1337,2450,146,17,7,22,4,96,1998.5,177725
"69157",25025090600,2125,377500,1764,0.328767123287671,40441,115417,621,50,3,744,175,314,1567,569,1113,1337,2450,146,17,7,22,4,96,1998.5,177725
"69540",25025050200,2128,460000,2015,0.385714285714286,53875,143219,3168,174,15,121,1467,369,3708,1120,2634,2563,5197,455,19,19,26,40,351,1739,351000
"69812",25025050200,2028,460000,2015,0.385714285714286,53875,143219,3168,174,15,121,1467,369,3708,1120,2634,2563,5197,455,19,19,26,40,351,1739,351000
"70692",25025061000,2127,505000,1896.5,0.442028985507246,43565,250001,634,164,0,334,1168,212,1721,483,1154,1262,2416,345,4,7,11,18,305,1014,373500
"71444",25025000102,2135,690500,2346,0.384180790960452,105161,118958,554,883,8,298,1565,384,2726,604,1828,1886,3714,177,5,15,8,13,136,1905,320625
"71463",25025000102,2129,690500,2346,0.384180790960452,105161,118958,554,883,8,298,1565,384,2726,604,1828,1886,3714,177,5,15,8,13,136,1905,320625
"71465",25025000102,2134,690500,2346,0.384180790960452,105161,118958,554,883,8,298,1565,384,2726,604,1828,1886,3714,177,5,15,8,13,136,1905,320625
"71899",25025100900,2124,402000,1716,0.396788990825688,87750,103269,424,364,7,2089,993,726,2701,721,1939,2209,4148,436,52,11,10,17,346,1632,282111
"71904",25025100900,2126,402000,1716,0.396788990825688,87750,103269,424,364,7,2089,993,726,2701,721,1939,2209,4148,436,52,11,10,17,346,1632,282111
"72059",25025100900,2136,402000,1716,0.396788990825688,87750,103269,424,364,7,2089,993,726,2701,721,1939,2209,4148,436,52,11,10,17,346,1632,282111
"72997",25025070402,2118,1312500,2132,0.4625,64250,0,278,1308,3,374,1473,505,2746,310,1699,1862,3561,40,1,1,0,1,37,1196.5,481000
"73019",25025070402,2116,1312500,2132,0.4625,64250,0,278,1308,3,374,1473,505,2746,310,1699,1862,3561,40,1,1,0,1,37,1196.5,481000
"73091",25025010801,2116,9e+05,2170,0.445443645083933,88750,182059,202,237,3,86,2235,540,2171,145,1357,1499,2856,834,5,8,29,49,743,999.5,307750
"73285",25025010801,2115,9e+05,2170,0.445443645083933,88750,182059,202,237,3,86,2235,540,2171,145,1357,1499,2856,834,5,8,29,49,743,999.5,307750
"75212",25025050101,2128,415000,2257,0.39589905362776,53646,113426,3058,253,2,176,1242,457,3351,1109,2437,2480,4917,317,38,5,12,11,251,1516,275500
"76121",25025090200,2121,362000,1903,0.323008849557522,31150,96806,1099,56,0,933,105,241,1385,786,1085,1327,2412,113,16,12,3,9,73,3360,234375
"76229",25025090200,2125,362000,1903,0.323008849557522,31150,96806,1099,56,0,933,105,241,1385,786,1085,1327,2412,113,16,12,3,9,73,3360,234375
"76479",25025140202,2136,389500,2490.5,0.429718875502008,61681,153875,1425,179,9,1921,2010,886,3717,1221,2751,3073,5824,498,25,10,20,15,428,1616,328750
"76895",25025140202,2111,389500,2490.5,0.429718875502008,61681,153875,1425,179,9,1921,2010,886,3717,1221,2751,3073,5824,498,25,10,20,15,428,1616,328750
"77061",25025140202,2126,389500,2490.5,0.429718875502008,61681,153875,1425,179,9,1921,2010,886,3717,1221,2751,3073,5824,498,25,10,20,15,428,1616,328750
"77094",25025140202,2135,389500,2490.5,0.429718875502008,61681,153875,1425,179,9,1921,2010,886,3717,1221,2751,3073,5824,498,25,10,20,15,428,1616,328750
"77195",25025140202,2186,389500,2490.5,0.429718875502008,61681,153875,1425,179,9,1921,2010,886,3717,1221,2751,3073,5824,498,25,10,20,15,428,1616,328750
"77813",25025030500,2109,697000,2213,0.443014705882353,105938,129444,89,108,1,33,2395,418,2141,156,1276,1439,2715,544,4,3,18,37,482,1001,337725
"77820",25025030500,2113,697000,2213,0.443014705882353,105938,129444,89,108,1,33,2395,418,2141,156,1276,1439,2715,544,4,3,18,37,482,1001,337725
"78123",25025030500,2190,697000,2213,0.443014705882353,105938,129444,89,108,1,33,2395,418,2141,156,1276,1439,2715,544,4,3,18,37,482,1001,337725
"79215",25025140105,2136,362700,2133,0.428954423592493,57682,116319,1149,77,4,1083,1131,561,2373,658,1668,1924,3592,373,25,8,10,10,320,1328,310000
"79218",25025140105,2131,362700,2133,0.428954423592493,57682,116319,1149,77,4,1083,1131,561,2373,658,1668,1924,3592,373,25,8,10,10,320,1328,310000
"80195",25025070301,2116,840000,2119,0.455823293172691,0,243333,163,207,0,50,1687,312,1687,214,1144,1069,2213,747,2,14,18,32,681,1011,457500
"80231",25025070301,2118,840000,2119,0.455823293172691,0,243333,163,207,0,50,1687,312,1687,214,1144,1069,2213,747,2,14,18,32,681,1011,457500
"80313",25025070301,2109,840000,2119,0.455823293172691,0,243333,163,207,0,50,1687,312,1687,214,1144,1069,2213,747,2,14,18,32,681,1011,457500
"82226",25025050600,2128,432000,2449,0.41183574879227,66425,140781,1168,82,3,46,701,123,1589,362,1075,999,2074,414,16,15,24,18,341,988,326100
"82326",25025050600,2129,432000,2449,0.41183574879227,66425,140781,1168,82,3,46,701,123,1589,362,1075,999,2074,414,16,15,24,18,341,988,326100
"83257",25025060501,2127,575000,1850,0.437974683544304,125556,155386,184,207,2,31,4167,294,4018,421,2301,2432,4733,1185,6,29,47,65,1038,1116,410000
"85726",25025091100,2125,410000,2077.5,0.408653846153846,90972,135556,430,1191,8,430,2528,517,3770,629,2483,2433,4916,624,26,18,20,50,510,1238,307600
"86688",25025091100,2124,410000,2077.5,0.408653846153846,90972,135556,430,1191,8,430,2528,517,3770,629,2483,2433,4916,624,26,18,20,50,510,1238,307600
"87185",25025092101,2122,385000,2212,0.396341463414634,32071,127755,919,2386,10,1260,1900,917,4636,1368,3362,3559,6921,738,45,18,31,59,585,1325,284525
"87263",25025092101,2124,385000,2212,0.396341463414634,32071,127755,919,2386,10,1260,1900,917,4636,1368,3362,3559,6921,738,45,18,31,59,585,1325,284525
"87305",25025092101,2131,385000,2212,0.396341463414634,32071,127755,919,2386,10,1260,1900,917,4636,1368,3362,3559,6921,738,45,18,31,59,585,1325,284525
"88035",25025092101,2125,385000,2212,0.396341463414634,32071,127755,919,2386,10,1260,1900,917,4636,1368,3362,3559,6921,738,45,18,31,59,585,1325,284525
"89210",25025050500,2128,430000,2510,0.392638036809816,81875,127750,944,103,0,45,932,127,1693,354,1119,1055,2174,163,7,8,14,6,128,927,319200
"89658",25025040401,2128,634500,1985,0.463842975206612,85390,177688,204,354,0,68,2206,367,2017,538,1384,1538,2922,484,6,5,7,17,449,1134,440800
"89660",25025040401,2129,634500,1985,0.463842975206612,85390,177688,204,354,0,68,2206,367,2017,538,1384,1538,2922,484,6,5,7,17,449,1134,440800
"89762",25025040401,2136,634500,1985,0.463842975206612,85390,177688,204,354,0,68,2206,367,2017,538,1384,1538,2922,484,6,5,7,17,449,1134,440800
"90791",25025070600,2116,899700,1827,0.462558502340094,135500,250001,131,127,1,99,1805,296,1705,286,1225,1062,2287,641,3,5,14,26,593,1038,450000
"90792",25025070600,2118,899700,1827,0.462558502340094,135500,250001,131,127,1,99,1805,296,1705,286,1225,1062,2287,641,3,5,14,26,593,1038,450000
"90861",25025070600,2218,899700,1827,0.462558502340094,135500,250001,131,127,1,99,1805,296,1705,286,1225,1062,2287,641,3,5,14,26,593,1038,450000
"91118",25025070600,2114,899700,1827,0.462558502340094,135500,250001,131,127,1,99,1805,296,1705,286,1225,1062,2287,641,3,5,14,26,593,1038,450000
"92330",25025050300,2128,4e+05,2390,0.378151260504202,53902,0,1207,354,5,283,1251,478,2299,481,1596,1662,3258,119,18,1,4,6,90,1226,233381
"92610",25025110607,2131,479000,2355,0.459517045454545,84984,163846,456,227,2,269,4074,1211,3229,836,2401,2875,5276,704,12,13,11,21,647,1445.5,351625
"92620",25025110607,2132,479000,2355,0.459517045454545,84984,163846,456,227,2,269,4074,1211,3229,836,2401,2875,5276,704,12,13,11,21,647,1445.5,351625
"94213",25025050700,2128,434500,2052,0.366573033707865,54899,96111,2699,122,10,122,1268,259,3270,991,2350,2170,4520,356,24,23,24,24,261,1918,310375
"95156",25025000101,2134,607500,2592,0.347222222222222,125357,116406,183,274,7,83,1211,130,1593,153,967,909,1876,108,3,9,8,13,75,2328.5,316000
"95240",25025000101,2129,607500,2592,0.347222222222222,125357,116406,183,274,7,83,1211,130,1593,153,967,909,1876,108,3,9,8,13,75,2328.5,316000
"95325",25025000101,2135,607500,2592,0.347222222222222,125357,116406,183,274,7,83,1211,130,1593,153,967,909,1876,108,3,9,8,13,75,2328.5,316000
"95455",25025061203,2127,715000,1700,0.439265536723164,215698,250001,181,369,0,70,1973,331,2127,228,1327,1359,2686,708,8,13,27,38,622,1182.5,417000
"96803",25025010702,2116,1202300,2131,0.438709677419355,122163,197321,157,154,4,52,1856,460,1706,162,1095,1233,2328,775,16,25,10,44,680,1145,0
"97907",25025010702,2114,1202300,2131,0.438709677419355,122163,197321,157,154,4,52,1856,460,1706,162,1095,1233,2328,775,16,25,10,44,680,1145,0
"98386",25025010702,2112,1202300,2131,0.438709677419355,122163,197321,157,154,4,52,1856,460,1706,162,1095,1233,2328,775,16,25,10,44,680,1145,0
"98701",25025100800,2124,411000,2146,0.437904269081501,45718,144542,498,802,3,1050,3089,1060,3806,925,2817,2974,5791,773,18,16,17,45,677,1364,3e+05
"98724",25025100800,2122,411000,2146,0.437904269081501,45718,144542,498,802,3,1050,3089,1060,3806,925,2817,2974,5791,773,18,16,17,45,677,1364,3e+05
"98839",25025100800,2130,411000,2146,0.437904269081501,45718,144542,498,802,3,1050,3089,1060,3806,925,2817,2974,5791,773,18,16,17,45,677,1364,3e+05
"98952",25025100800,2125,411000,2146,0.437904269081501,45718,144542,498,802,3,1050,3089,1060,3806,925,2817,2974,5791,773,18,16,17,45,677,1364,3e+05
"99040",25025100800,2121,411000,2146,0.437904269081501,45718,144542,498,802,3,1050,3089,1060,3806,925,2817,2974,5791,773,18,16,17,45,677,1364,3e+05
"100507",25025040801,2129,550000,2477,0.448698315467075,54678,169375,725,703,7,393,2045,676,2673,687,1810,2226,4036,653,7,11,11,38,586,944,306000
"102218",25025000506,2135,355000,2536,0.40922619047619,59448,156563,207,477,6,75,2000,401,2371,123,1366,1529,2895,336,7,7,18,29,275,701,158437.5
"102548",25025000506,2134,355000,2536,0.40922619047619,59448,156563,207,477,6,75,2000,401,2371,123,1366,1529,2895,336,7,7,18,29,275,701,158437.5
"103187",25025030100,2113,534000,2300,0.462,101315,103224,101,85,0,26,1842,207,1816,92,956,1159,2115,250,0,3,5,11,231,715,344000
"103190",25025030100,2109,534000,2300,0.462,101315,103224,101,85,0,26,1842,207,1816,92,956,1159,2115,250,0,3,5,11,231,715,344000
"103224",25025030100,2114,534000,2300,0.462,101315,103224,101,85,0,26,1842,207,1816,92,956,1159,2115,250,0,3,5,11,231,715,344000
"103778",25025030100,2110,534000,2300,0.462,101315,103224,101,85,0,26,1842,207,1816,92,956,1159,2115,250,0,3,5,11,231,715,344000
"103802",25025070202,2111,633500,2546,0.431506849315068,38854,0,383,3107,2,186,1608,594,4260,606,2681,2779,5460,146,3,3,7,7,126,1028,0
"103808",25025070202,2116,633500,2546,0.431506849315068,38854,0,383,3107,2,186,1608,594,4260,606,2681,2779,5460,146,3,3,7,7,126,1028,0
"103812",25025070202,2129,633500,2546,0.431506849315068,38854,0,383,3107,2,186,1608,594,4260,606,2681,2779,5460,146,3,3,7,7,126,1028,0
"104189",25025010205,2215,392500,2674,0.381720430107527,50732,88983,417,1667,7,217,2343,326,4320,260,2452,2454,4906,186,8,9,19,8,142,575.5,0
"104365",25025010205,2116,392500,2674,0.381720430107527,50732,88983,417,1667,7,217,2343,326,4320,260,2452,2454,4906,186,8,9,19,8,142,575.5,0
"104825",25025081900,2121,421500,1763.5,0.320224719101124,30549,221376,1284,33,6,1983,127,437,2301,933,1627,2044,3671,178,27,9,13,15,114,3335,340190
"104833",25025081900,2119,421500,1763.5,0.320224719101124,30549,221376,1284,33,6,1983,127,437,2301,933,1627,2044,3671,178,27,9,13,15,114,3335,340190
"105103",25025081900,2125,421500,1763.5,0.320224719101124,30549,221376,1284,33,6,1983,127,437,2301,933,1627,2044,3671,178,27,9,13,15,114,3335,340190
"105262",25025090700,2125,475000,2038,0.404424778761062,73325,0,449,824,13,282,2858,550,3654,469,2471,2202,4673,565,35,26,15,32,457,1244,351000
"105725",25025090700,2124,475000,2038,0.404424778761062,73325,0,449,824,13,282,2858,550,3654,469,2471,2202,4673,565,35,26,15,32,457,1244,351000
"106425",25025090700,2127,475000,2038,0.404424778761062,73325,0,449,824,13,282,2858,550,3654,469,2471,2202,4673,565,35,26,15,32,457,1244,351000
"106589",25025100100,2124,350000,1807.5,0.329721362229102,30703,0,1843,64,18,3209,151,695,3306,1721,2489,3233,5722,323,28,21,36,25,213,2499,288750
"106625",25025100100,2126,350000,1807.5,0.329721362229102,30703,0,1843,64,18,3209,151,695,3306,1721,2489,3233,5722,323,28,21,36,25,213,2499,288750
"107219",25025100100,2122,350000,1807.5,0.329721362229102,30703,0,1843,64,18,3209,151,695,3306,1721,2489,3233,5722,323,28,21,36,25,213,2499,288750
"107440",25025110201,2131,322000,3075,0.414893617021277,41382,95938,831,65,0,735,339,297,1328,466,923,1168,2091,141,9,5,7,3,117,1274,267720
"107843",25025030400,2109,637500,2260,0.444617784711388,90272,155893,233,171,6,69,3511,575,3337,248,1909,2251,4160,641,6,13,20,32,570,866,352000
"107846",25025030400,2113,637500,2260,0.444617784711388,90272,155893,233,171,6,69,3511,575,3337,248,1909,2251,4160,641,6,13,20,32,570,866,352000
"107874",25025030400,2110,637500,2260,0.444617784711388,90272,155893,233,171,6,69,3511,575,3337,248,1909,2251,4160,641,6,13,20,32,570,866,352000
"108408",25025030400,2115,637500,2260,0.444617784711388,90272,155893,233,171,6,69,3511,575,3337,248,1909,2251,4160,641,6,13,20,32,570,866,352000
"108685",25025030400,2128,637500,2260,0.444617784711388,90272,155893,233,171,6,69,3511,575,3337,248,1909,2251,4160,641,6,13,20,32,570,866,352000
"109400",25025100400,2124,4e+05,1814,0.384012539184953,33750,120528,742,351,12,2749,768,849,3253,966,2327,2741,5068,319,27,11,22,14,245,2238,316761
"110361",25025130402,2132,417100,2184,0.426002766251729,29868,144433,513,426,6,298,3394,891,3132,810,2371,2462,4833,723,29,9,24,45,616,1350,324000
"110884",25025130402,2131,417100,2184,0.426002766251729,29868,144433,513,426,6,298,3394,891,3132,810,2371,2462,4833,723,29,9,24,45,616,1350,324000
"111944",25025130402,232,417100,2184,0.426002766251729,29868,144433,513,426,6,298,3394,891,3132,810,2371,2462,4833,723,29,9,24,45,616,1350,324000
"112029",25025010206,2215,277000,2360,0.3,66013,0,223,749,0,50,1040,112,1963,79,1074,1080,2154,185,37,13,15,9,111,530,0
"112084",25025010206,2115,277000,2360,0.3,66013,0,223,749,0,50,1040,112,1963,79,1074,1080,2154,185,37,13,15,9,111,530,0
"112500",25025000301,2135,505000,2507,0.40273556231003,133000,109484,265,403,0,120,2218,355,2517,264,1534,1602,3136,329,7,17,11,29,265,1408,320000
"112727",25025000301,2458,505000,2507,0.40273556231003,133000,109484,265,403,0,120,2218,355,2517,264,1534,1602,3136,329,7,17,11,29,265,1408,320000
"113235",25025060301,2127,559000,1936.5,0.443742098609355,174375,146290,89,45,0,32,3368,452,2826,331,1660,1949,3609,791,14,9,25,41,702,1115,388000
"113242",25025060301,2210,559000,1936.5,0.443742098609355,174375,146290,89,45,0,32,3368,452,2826,331,1660,1949,3609,791,14,9,25,41,702,1115,388000
"113333",25025060301,2124,559000,1936.5,0.443742098609355,174375,146290,89,45,0,32,3368,452,2826,331,1660,1949,3609,791,14,9,25,41,702,1115,388000
"113660",25025060301,2494,559000,1936.5,0.443742098609355,174375,146290,89,45,0,32,3368,452,2826,331,1660,1949,3609,791,14,9,25,41,702,1115,388000
"114884",25025010701,2115,1200000,2114,0.421331316187595,128407,224432,161,240,0,53,1963,275,2130,138,1266,1277,2543,661,9,41,25,29,557,1128,0
"114886",25025010701,2116,1200000,2114,0.421331316187595,128407,224432,161,240,0,53,1963,275,2130,138,1266,1277,2543,661,9,41,25,29,557,1128,0
"114992",25025010701,2199,1200000,2114,0.421331316187595,128407,224432,161,240,0,53,1963,275,2130,138,1266,1277,2543,661,9,41,25,29,557,1128,0
"116507",25025000402,2135,520000,2537,0.428358208955224,88654,153125,220,610,4,93,2526,325,2893,426,1909,1735,3644,335,5,8,14,21,287,1266,275000
"117405",25025080500,2118,712000,2161.5,0.376237623762376,38625,0,1372,255,0,1234,308,415,2043,830,1455,1833,3288,101,8,8,6,3,76,1233,449000
"117406",25025080500,2120,712000,2161.5,0.376237623762376,38625,0,1372,255,0,1234,308,415,2043,830,1455,1833,3288,101,8,8,6,3,76,1233,449000
"117512",25025080500,2119,712000,2161.5,0.376237623762376,38625,0,1372,255,0,1234,308,415,2043,830,1455,1833,3288,101,8,8,6,3,76,1233,449000
"117682",25025090100,2121,375000,1405,0.345454545454545,31077,123854,1637,61,41,2930,133,656,3112,1403,2302,2869,5171,275,34,16,19,16,190,3489,3e+05
"117757",25025090100,2124,375000,1405,0.345454545454545,31077,123854,1637,61,41,2930,133,656,3112,1403,2302,2869,5171,275,34,16,19,16,190,3489,3e+05
"118126",25025090100,2122,375000,1405,0.345454545454545,31077,123854,1637,61,41,2930,133,656,3112,1403,2302,2869,5171,275,34,16,19,16,190,3489,3e+05
"118252",25025090100,2125,375000,1405,0.345454545454545,31077,123854,1637,61,41,2930,133,656,3112,1403,2302,2869,5171,275,34,16,19,16,190,3489,3e+05
"118462",25025060800,2127,5e+05,1973,0.435521235521236,142742,178269,233,247,11,45,4201,357,4145,357,2365,2494,4859,1295,16,32,61,58,1128,972,372000
"119317",25025060800,2124,5e+05,1973,0.435521235521236,142742,178269,233,247,11,45,4201,357,4145,357,2365,2494,4859,1295,16,32,61,58,1128,972,372000
"121492",25025071101,2118,662500,1934,0.434362934362934,56615,114536,547,679,16,596,2077,542,3202,367,2051,2060,4111,777,22,14,35,31,675,902,380000
"121511",25025071101,2115,662500,1934,0.434362934362934,56615,114536,547,679,16,596,2077,542,3202,367,2051,2060,4111,777,22,14,35,31,675,902,380000
"121514",25025071101,2119,662500,1934,0.434362934362934,56615,114536,547,679,16,596,2077,542,3202,367,2051,2060,4111,777,22,14,35,31,675,902,380000
"121938",25025071101,2116,662500,1934,0.434362934362934,56615,114536,547,679,16,596,2077,542,3202,367,2051,2060,4111,777,22,14,35,31,675,902,380000
"121989",25025071101,2124,662500,1934,0.434362934362934,56615,114536,547,679,16,596,2077,542,3202,367,2051,2060,4111,777,22,14,35,31,675,902,380000
"122437",25025071101,2201,662500,1934,0.434362934362934,56615,114536,547,679,16,596,2077,542,3202,367,2051,2060,4111,777,22,14,35,31,675,902,380000
"122965",25025071101,2120,662500,1934,0.434362934362934,56615,114536,547,679,16,596,2077,542,3202,367,2051,2060,4111,777,22,14,35,31,675,902,380000
"123229",25025060101,2127,599000,1777,0.434782608695652,138636,174464,128,55,2,15,3400,397,2917,359,1711,1962,3673,759,9,12,22,56,660,1152,407250
"124364",25025060101,2128,599000,1777,0.434782608695652,138636,174464,128,55,2,15,3400,397,2917,359,1711,1962,3673,759,9,12,22,56,660,1152,407250
"124870",25025070201,2116,1170000,1277,0.454128440366972,39288,224250,261,1264,0,179,2230,775,3084,131,1705,2285,3990,218,0,4,4,12,198,1208.5,0
"124929",25025070201,2111,1170000,1277,0.454128440366972,39288,224250,261,1264,0,179,2230,775,3084,131,1705,2285,3990,218,0,4,4,12,198,1208.5,0
"125204",25025130404,2132,375000,2555,0.41527446300716,53902,123333,445,304,2,381,1829,662,1879,532,1428,1645,3073,419,22,12,17,20,348,1296,258000
"125407",25025130404,2131,375000,2555,0.41527446300716,53902,123333,445,304,2,381,1829,662,1879,532,1428,1645,3073,419,22,12,17,20,348,1296,258000
"125569",25025130404,2136,375000,2555,0.41527446300716,53902,123333,445,304,2,381,1829,662,1879,532,1428,1645,3073,419,22,12,17,20,348,1296,258000
"126258",25025081001,2120,585000,2275,0.365800865800866,35526,84000,1064,1744,7,639,1955,695,4271,729,2667,3028,5695,231,34,8,8,12,169,1204,322576
"126287",25025081001,2115,585000,2275,0.365800865800866,35526,84000,1064,1744,7,639,1955,695,4271,729,2667,3028,5695,231,34,8,8,12,169,1204,322576
"126394",25025081001,2205,585000,2275,0.365800865800866,35526,84000,1064,1744,7,639,1955,695,4271,729,2667,3028,5695,231,34,8,8,12,169,1204,322576
"126424",25025081001,2119,585000,2275,0.365800865800866,35526,84000,1064,1744,7,639,1955,695,4271,729,2667,3028,5695,231,34,8,8,12,169,1204,322576
"126542",25025081001,2215,585000,2275,0.365800865800866,35526,84000,1064,1744,7,639,1955,695,4271,729,2667,3028,5695,231,34,8,8,12,169,1204,322576
